dataset,parameter,value,image_type,count,mean_similarity,std_similarity
progan,Noise STD,0.1,Real,4000,0.8729908491820096,0.04763271132596303
progan,Noise STD,0.1,Fake,4000,0.8607943696677685,0.04307448012389512
