epoch,ADM,DALLE2,Glide,Midjourney,VQDM,biggan,cyclegan,gaugan,progan,stable_diffusion_v_1_4,stable_diffusion_v_1_5,stargan,stylegan,stylegan2,whichfaceisreal,wukong,MEAN
epoch0,78.66,59.75,81.93,67.49,85.82,91.90,96.18,99.10,99.61,77.24,77.09,98.22,93.57,95.12,83.80,80.77,85.39
epoch1,79.36,61.65,83.88,67.17,85.75,92.17,96.37,98.85,99.66,77.07,77.28,97.67,93.17,95.56,82.70,80.12,85.53
epoch2,80.03,62.15,83.84,67.27,85.92,92.07,96.63,98.97,99.67,77.88,78.07,97.75,92.23,94.52,82.40,80.96,85.65
