epoch,ADM,DALLE2,Glide,Midjourney,VQDM,biggan,cyclegan,gaugan,progan,stable_diffusion_v_1_4,stable_diffusion_v_1_5,stargan,stylegan,stylegan2,whichfaceisreal,wukong,MEAN
epoch0,85.47,55.94,87.36,71.78,92.97,97.78,99.28,99.96,99.99,81.56,81.57,99.80,98.65,98.81,90.44,86.53,89.24
epoch1,86.12,58.18,89.53,71.20,93.15,97.86,99.39,99.94,99.99,81.54,81.61,99.72,98.49,99.01,90.39,85.99,89.51
epoch2,86.63,58.05,89.38,70.82,93.42,97.87,99.44,99.94,99.99,82.49,82.57,99.70,98.19,98.78,90.50,86.90,89.67
