epoch,ADM,DALLE2,Glide,Midjourney,VQDM,biggan,cyclegan,gaugan,progan,stable_diffusion_v_1_4,stable_diffusion_v_1_5,stargan,stylegan,stylegan2,whichfaceisreal,wukong,MEAN
epoch0,67.25,50.40,68.83,56.84,78.70,89.92,96.03,98.66,99.22,62.15,61.35,97.57,81.86,70.69,83.55,67.47,76.91
epoch1,67.14,50.60,70.78,55.81,78.69,89.98,96.18,98.49,99.50,61.20,60.51,97.45,82.35,71.64,82.70,65.69,76.79
epoch2,65.92,50.55,68.36,54.64,77.48,89.18,96.10,98.64,99.45,60.05,59.56,96.85,82.10,71.98,81.35,64.80,76.06
