dataset,parameter,value,image_type,count,mean_similarity,std_similarity
stable_diffusion_v_1_5,Noise STD,0.1,Real,8000,0.8787838427498936,0.048487310406702004
stable_diffusion_v_1_5,Noise STD,0.1,Fake,8000,0.9009047996327281,0.04055898373281125
