dataset,parameter,value,image_type,count,mean_similarity,std_similarity
stylegan,Noise STD,0.03,Real,597,0.9708202307547756,0.020659896924879104
stylegan,Noise STD,0.03,Fake,597,0.9236596659000594,0.06996016420466956
