dataset,parameter,value,image_type,count,mean_similarity,std_similarity
stylegan,Noise STD,0.05,Real,5991,0.9107925958534728,0.038583217158299855
stylegan,Noise STD,0.05,Fake,5991,0.9139796021664766,0.02955208509436395
