dataset,parameter,value,image_type,count,mean_similarity,std_similarity
biggan,Noise STD,0.1,Real,2000,0.8696312255263329,0.05238852793946162
biggan,Noise STD,0.1,Fake,2000,0.8922120955288411,0.03935502341020202
