dataset,parameter,value,image_type,count,mean_similarity,std_similarity
gaugan,Noise STD,0.1,Real,5000,0.8681893316388131,0.044509384692050985
gaugan,Noise STD,0.1,Fake,5000,0.8584981822609902,0.04013595763504409
