dataset,parameter,value,image_type,count,mean_similarity,std_similarity
gaugan,Noise STD,0.05,Real,5000,0.923278184568882,0.029572674571151345
gaugan,Noise STD,0.05,Fake,5000,0.9108752443671226,0.03273986055370665
