dataset,parameter,value,image_type,count,mean_similarity,std_similarity
stargan,Noise STD,0.1,Real,1999,0.8695955083273601,0.03528585391942363
stargan,Noise STD,0.1,Fake,1999,0.8900213084440342,0.029563535234524468
