dataset,parameter,value,image_type,count,mean_similarity,std_similarity
Midjourney,Noise STD,0.03,Real,6000,0.9536178033451239,0.023205443314638835
Midjourney,Noise STD,0.03,Fake,6000,0.9436897309223811,0.02386647572829059
