dataset,parameter,value,image_type,count,mean_similarity,std_similarity
DALLE2,Noise STD,0.1,Real,100,0.8965490847826004,0.06378348640533621
DALLE2,Noise STD,0.1,Fake,100,0.9020455026626587,0.04571025954798054
