dataset,parameter,value,image_type,count,mean_similarity,std_similarity
DALLE2,Noise STD,0.05,Real,100,0.9532761174440384,0.0332726234992051
DALLE2,Noise STD,0.05,Fake,100,0.9387291008234024,0.030114078635815104
