dataset,parameter,value,image_type,count,mean_similarity,std_similarity
stable_diffusion_v_1_4,Noise STD,0.03,Real,6000,0.9540477296710015,0.022761613932730566
stable_diffusion_v_1_4,Noise STD,0.03,Fake,6000,0.9608264690935612,0.017883787569627434
